REG,DEP,ARR,SEXE,AGE,AGE6,ACTEU,DIP7,PCS1Q,ANCCHOM,HHID,HH_TAILLE,HH_AGE,HH_DIP,HH_PCS,IS_CHOM
11,95,951,1,53,50,1,2,40,99,7521,16,62,2,40,0
11,95,951,2,43,25,1,2,40,99,7521,16,62,2,40,0
11,95,951,2,16,15,3,6,99,99,7521,16,62,2,40,0
11,95,951,2,18,15,3,4,99,99,7521,16,62,2,40,0
11,78,784,2,59,50,1,4,40,99,4891,4,59,4,40,0
11,77,771,1,80,65,3,5,99,99,3925,8,89,5,61,0
11,77,771,2,84,65,3,5,99,99,3925,8,89,5,61,0
11,77,775,2,57,50,3,4,99,99,4133,8,64,4,99,0
11,77,775,1,60,50,1,4,61,99,4133,8,64,4,99,0
28,50,501,2,25,25,1,2,52,99,2287,11,47,2,52,0
28,50,501,1,29,25,1,3,30,99,2287,11,47,2,52,0
28,50,501,1,20,15,3,6,99,99,2287,11,47,2,52,0
11,95,951,2,48,25,1,2,40,99,7650,8,48,2,40,0
11,95,951,1,44,25,1,2,40,99,7650,8,48,2,40,0
11,78,783,2,47,25,1,2,51,99,4472,4,47,2,51,0
11,75,751,2,85,65,3,2,99,99,2827,4,85,2,99,0
11,94,943,2,70,65,3,7,99,99,7046,4,70,7,99,0
11,91,913,2,32,25,2,5,99,1,5453,12,46,5,99,1
11,91,913,1,18,15,2,4,99,5,5453,12,46,5,99,1
11,91,913,2,21,15,3,6,99,99,5453,12,46,5,99,0
76,34,341,1,48,25,1,3,40,99,2009,4,48,3,40,0
11,78,781,2,26,25,1,2,40,99,4456,4,48,2,40,0
76,34,343,2,78,65,3,7,99,99,2074,4,85,7,99,0
11,94,942,2,78,65,3,5,99,99,7138,8,83,5,99,0
11,94,942,1,75,65,3,5,99,99,7138,8,83,5,99,0
11,95,951,1,26,25,1,5,62,99,7618,4,42,5,62,0
11,91,912,1,24,15,1,3,40,99,5483,12,87,7,99,0
11,91,912,2,62,50,1,5,52,99,5483,12,87,7,99,0
11,91,912,2,75,65,3,7,99,99,5483,12,87,7,99,0
11,93,932,2,77,65,3,7,99,99,6773,4,89,7,99,0
11,92,922,2,26,25,1,2,30,99,6152,5,59,4,20,0
11,92,922,1,53,50,1,4,20,99,6152,5,59,4,20,0
11,92,922,2,17,15,1,4,52,99,6152,5,59,4,20,0
11,78,783,2,29,25,1,1,40,99,4414,8,44,1,40,0
11,78,783,1,41,25,1,4,30,99,4414,8,44,1,40,0
11,95,951,1,59,50,1,5,0,99,7472,4,59,5,0,0
76,34,343,1,29,25,1,4,61,99,1944,20,46,5,52,0
76,34,343,2,46,25,1,5,52,99,1944,20,46,5,52,0
76,34,343,1,24,15,1,4,61,99,1944,20,46,5,52,0
76,34,343,1,15,15,3,4,99,99,1944,20,46,5,52,0
76,34,343,1,20,15,3,6,99,99,1944,20,46,5,52,0
11,75,751,2,74,65,3,5,99,99,2806,4,89,5,99,0
76,31,313,1,82,65,3,7,99,99,1327,8,88,7,99,0
76,31,313,2,82,65,3,7,99,99,1327,8,88,7,99,0
11,78,783,1,70,65,3,5,99,99,4512,8,82,5,99,0
11,78,783,1,63,50,3,4,99,99,4512,8,82,5,99,0
11,93,931,2,37,25,3,7,99,99,6319,16,45,7,99,0
11,93,931,2,22,15,3,6,99,99,6319,16,45,7,99,0
11,93,931,2,21,15,3,6,99,99,6319,16,45,7,99,0
11,93,931,1,19,15,3,6,99,99,6319,16,45,7,99,0
28,27,271,1,57,50,3,5,99,99,564,4,63,5,99,0
28,14,142,1,68,65,3,5,99,99,476,8,84,5,99,0
28,14,142,2,69,65,3,7,99,99,476,8,84,5,99,0
76,34,343,1,68,65,3,5,99,99,1718,4,82,5,99,0
28,61,611,2,84,65,3,6,99,99,2441,4,84,6,99,0
11,94,941,1,74,65,3,3,99,99,7088,4,88,3,99,0
11,75,751,1,60,50,1,1,30,99,3330,8,63,3,51,0
11,75,751,2,59,50,1,3,51,99,3330,8,63,3,51,0
76,30,302,1,85,65,3,5,99,99,938,8,85,5,99,0
76,30,302,2,62,50,3,5,99,99,938,8,85,5,99,0
28,76,762,1,88,65,3,6,99,99,3833,4,88,6,99,0
76,09,091,1,40,25,1,4,61,99,19,8,48,4,61,0
76,09,091,2,30,25,1,5,52,99,19,8,48,4,61,0
11,93,932,1,55,50,1,5,40,99,6514,9,58,6,52,0
11,93,932,2,54,50,1,6,52,99,6514,9,58,6,52,0
28,50,502,1,58,50,3,7,99,99,2316,8,62,5,99,0
28,50,502,2,59,50,3,5,99,99,2316,8,62,5,99,0
11,93,933,1,51,50,3,3,99,99,6477,4,62,3,99,0
11,75,751,2,83,65,3,6,99,99,3109,8,83,6,99,0
11,75,751,1,67,65,3,4,99,99,3109,8,83,6,99,0
76,12,123,2,81,65,3,7,99,99,216,4,88,7,99,0
76,31,313,1,54,50,1,3,30,99,1281,4,58,3,30,0
76,30,302,2,77,65,3,1,99,99,998,8,89,1,99,0
76,30,302,1,80,65,3,1,99,99,998,8,89,1,99,0
28,14,141,1,88,65,3,5,99,99,386,8,88,5,99,0
28,14,141,2,71,65,3,5,99,99,386,8,88,5,99,0
76,66,662,1,74,65,3,5,99,99,2657,8,88,5,99,0
76,66,662,2,68,65,3,5,99,99,2657,8,88,5,99,0
11,77,773,2,69,65,3,5,99,99,4067,3,69,5,99,0
11,92,922,2,55,50,3,5,99,99,5712,8,80,5,99,0
11,92,922,1,69,65,3,6,99,99,5712,8,80,5,99,0
11,78,782,1,58,50,3,7,99,99,4641,6,59,7,99,0
11,78,782,2,50,50,1,2,40,99,4641,6,59,7,99,0
76,34,343,1,54,50,3,7,99,99,2112,8,63,7,99,0
76,34,343,2,53,50,3,7,99,99,2112,8,63,7,99,0
11,75,751,2,33,25,1,3,51,99,3184,16,46,4,61,0
11,75,751,1,46,25,1,4,61,99,3184,16,46,4,61,0
11,75,751,1,22,15,3,2,99,99,3184,16,46,4,61,0
11,75,751,1,16,15,3,6,99,99,3184,16,46,4,61,0
11,77,774,2,76,65,3,5,99,99,4402,4,88,5,99,0
28,76,763,1,87,65,3,5,99,99,3648,8,87,5,99,0
28,76,763,2,70,65,3,5,99,99,3648,8,87,5,99,0
94,2A,2A4,1,26,25,1,4,40,99,787,8,47,2,40,0
94,2A,2A4,2,42,25,1,2,40,99,787,8,47,2,40,0
11,94,941,2,29,25,1,4,61,99,6926,4,33,4,61,0
11,78,781,1,66,65,3,3,99,99,4845,8,85,5,99,0
11,78,781,2,77,65,3,5,99,99,4845,8,85,5,99,0
11,75,751,2,57,50,1,4,20,99,3423,8,61,5,20,0
11,75,751,1,55,50,1,5,20,99,3423,8,61,5,20,0
28,61,613,2,74,65,3,4,99,99,2423,8,84,4,99,0
28,61,613,1,79,65,3,4,99,99,2423,8,84,4,99,0
28,27,272,1,83,65,3,6,99,99,621,4,89,6,99,0
11,93,932,2,18,15,1,4,0,99,6790,7,22,4,0,0
11,93,932,1,17,15,1,3,40,99,6790,7,22,4,0,0
28,27,272,1,83,65,3,5,99,99,634,8,89,5,99,0
28,27,272,2,87,65,3,5,99,99,634,8,89,5,99,0
76,82,822,1,51,50,1,2,30,99,5107,2,60,2,30,0
11,93,933,2,46,25,1,2,52,99,6421,6,46,2,52,0
11,93,933,1,43,25,3,3,99,99,6421,6,46,2,52,0
76,11,111,1,41,25,1,1,40,99,119,8,41,1,40,0
76,11,111,2,28,25,1,1,40,99,119,8,41,1,40,0
76,30,302,2,74,65,3,5,99,99,968,8,86,5,99,0
76,30,302,2,34,25,1,5,62,99,968,8,86,5,99,0
28,61,612,2,59,50,1,4,40,99,2437,8,63,5,99,0
28,61,612,1,62,50,2,5,99,7,2437,8,63,5,99,1
11,93,932,1,85,65,1,1,20,99,6259,4,88,1,20,0
11,78,782,1,25,25,1,5,61,99,4492,6,46,5,62,0
11,78,782,2,30,25,1,5,62,99,4492,6,46,5,62,0
76,09,091,1,59,50,1,1,30,99,2,14,61,1,30,0
76,09,091,2,55,50,1,1,30,99,2,14,61,1,30,0
76,09,091,2,37,25,1,2,40,99,2,14,61,1,30,0
11,75,751,2,77,65,1,1,30,99,2811,8,87,1,30,0
11,75,751,1,78,65,3,1,99,99,2811,8,87,1,30,0
11,92,923,1,48,25,1,3,20,99,5838,4,48,3,20,0
76,34,341,2,31,25,1,5,51,99,2076,12,48,6,99,0
76,34,341,1,30,25,1,6,61,99,2076,12,48,6,99,0
76,34,341,1,18,15,1,3,40,99,2076,12,48,6,99,0
76,31,313,2,34,25,1,3,40,99,1417,2,34,3,40,0
76,31,313,1,21,15,3,7,99,99,1417,2,34,3,40,0
11,77,772,2,48,25,2,7,99,7,4356,8,60,7,99,1
11,77,772,2,60,50,3,7,99,99,4356,8,60,7,99,0
11,94,943,1,55,50,1,2,30,99,6985,15,64,2,30,0
11,94,943,2,64,50,1,2,30,99,6985,15,64,2,30,0
11,94,943,2,19,15,1,4,52,99,6985,15,64,2,30,0
11,94,943,1,16,15,3,4,99,99,6985,15,64,2,30,0
11,95,951,1,51,50,1,5,40,99,7705,12,57,5,40,0
11,95,951,2,19,15,1,4,40,99,7705,12,57,5,40,0
11,95,951,2,17,15,3,6,99,99,7705,12,57,5,40,0
76,34,342,2,63,50,3,7,99,99,1981,4,63,7,99,0
76,66,661,2,25,25,3,6,99,99,2602,8,39,6,99,0
76,66,661,2,23,15,3,4,99,99,2602,8,39,6,99,0
28,76,762,2,16,15,1,3,52,99,3585,19,62,6,52,0
28,76,762,2,62,50,1,6,52,99,3585,19,62,6,52,0
28,76,762,1,34,25,1,6,61,99,3585,19,62,6,52,0
28,76,762,2,28,25,3,3,99,99,3585,19,62,6,52,0
28,76,762,1,17,15,3,6,99,99,3585,19,62,6,52,0
28,76,763,2,75,65,3,5,99,99,3905,12,87,5,99,0
28,76,763,1,65,65,3,5,99,99,3905,12,87,5,99,0
28,76,763,1,43,25,1,3,40,99,3905,12,87,5,99,0
76,31,313,1,32,25,1,2,40,99,1299,4,47,2,40,0
76,31,313,1,63,50,1,5,40,99,1476,4,63,5,40,0
11,77,772,2,52,50,1,3,20,99,4106,9,57,3,20,0
11,77,772,1,53,50,3,2,99,99,4106,9,57,3,20,0
11,77,772,1,27,25,1,3,30,99,4106,9,57,3,20,0
11,95,952,2,56,50,1,5,52,99,7483,7,60,5,52,0
11,95,952,1,53,50,1,5,61,99,7483,7,60,5,52,0
11,78,781,2,87,65,3,4,99,99,4768,8,88,1,99,0
11,78,781,1,88,65,3,1,99,99,4768,8,88,1,99,0
11,77,775,1,75,65,3,7,99,99,4006,8,84,7,99,0
11,77,775,2,67,65,3,7,99,99,4006,8,84,7,99,0
11,95,951,2,46,25,1,1,51,99,7433,8,55,7,99,0
11,95,951,1,55,50,2,7,99,2,7433,8,55,7,99,1
76,30,302,1,71,65,3,5,99,99,930,4,80,5,99,0
11,94,943,2,53,50,3,5,99,99,7257,4,58,5,99,0
28,76,763,1,78,65,3,5,99,99,3678,4,84,5,99,0
28,27,271,2,35,25,1,3,30,99,579,8,60,3,40,0
28,27,271,1,57,50,1,3,40,99,579,8,60,3,40,0
76,34,343,1,74,65,3,5,99,99,2006,4,88,5,99,0
11,77,775,1,42,25,3,7,99,99,4309,8,48,7,99,0
11,77,775,2,39,25,3,5,99,99,4309,8,48,7,99,0
28,76,761,2,46,25,1,2,40,99,3494,4,46,2,40,0
76,30,302,2,75,65,3,7,99,99,1046,4,88,7,99,0
11,91,912,1,72,65,3,7,99,99,5376,4,80,7,99,0
76,46,462,2,52,50,3,4,99,99,2143,8,61,7,99,0
76,46,462,1,57,50,3,7,99,99,2143,8,61,7,99,0
76,82,822,1,42,25,1,4,40,99,5157,12,42,4,40,0
76,82,822,2,27,25,1,3,30,99,5157,12,42,4,40,0
76,82,822,1,19,15,3,6,99,99,5157,12,42,4,40,0
76,34,341,2,45,25,1,2,40,99,1967,4,45,2,40,0
11,92,921,2,38,25,1,5,62,99,5656,12,49,5,62,0
11,92,921,1,28,25,1,4,40,99,5656,12,49,5,62,0
11,92,921,2,23,15,1,6,62,99,5656,12,49,5,62,0
11,92,922,2,64,50,1,5,62,99,5949,12,64,5,62,0
11,92,922,1,30,25,1,5,61,99,5949,12,64,5,62,0
11,92,922,1,23,15,1,7,62,99,5949,12,64,5,62,0
11,94,942,1,53,50,3,6,99,99,7243,8,61,6,99,0
11,94,942,2,59,50,1,5,52,99,7243,8,61,6,99,0
11,95,952,1,39,25,3,4,99,99,7593,9,47,4,61,0
11,95,952,2,37,25,1,4,51,99,7593,9,47,4,61,0
11,95,952,2,16,15,3,3,99,99,7593,9,47,4,61,0
11,77,771,1,54,50,1,4,10,99,4344,9,60,6,10,0
11,77,771,2,60,50,1,6,10,99,4344,9,60,6,10,0
11,75,751,2,61,50,1,5,61,99,3376,8,61,5,61,0
11,75,751,1,21,15,3,5,99,99,3376,8,61,5,61,0
11,75,751,2,61,50,1,3,40,99,3436,12,64,5,40,0
11,75,751,1,62,50,1,5,40,99,3436,12,64,5,40,0
11,75,751,2,16,15,1,2,51,99,3436,12,64,5,40,0
76,46,461,2,36,25,1,3,40,99,2128,8,47,2,40,0
76,46,461,2,38,25,1,2,40,99,2128,8,47,2,40,0
11,93,933,2,50,50,3,5,99,99,6713,12,61,5,99,0
11,93,933,1,41,25,1,4,61,99,6713,12,61,5,99,0
11,93,933,2,20,15,3,6,99,99,6713,12,61,5,99,0
11,95,953,2,80,65,3,5,99,99,7730,4,80,5,99,0
11,75,751,2,72,65,3,5,99,99,2777,8,81,5,99,0
11,75,751,1,66,65,3,5,99,99,2777,8,81,5,99,0
11,92,921,2,80,65,1,5,40,99,6116,4,85,5,99,0
11,78,781,2,55,50,3,6,99,99,4910,4,58,6,99,0
11,77,771,2,57,50,1,5,52,99,4405,8,63,5,52,0
11,77,771,2,23,15,3,4,99,99,4405,8,63,5,52,0
11,75,751,2,28,25,1,1,30,99,3347,8,48,1,99,0
11,75,751,1,42,25,1,3,40,99,3347,8,48,1,99,0
11,75,751,2,48,25,1,4,20,99,3378,8,48,4,20,0
11,75,751,1,45,25,1,3,61,99,3378,8,48,4,20,0
11,95,952,2,26,25,1,5,20,99,7482,6,46,5,20,0
11,95,952,1,34,25,1,4,40,99,7482,6,46,5,20,0
11,91,912,2,71,65,3,6,99,99,5471,4,88,6,99,0
11,91,911,2,42,25,1,3,10,99,5344,12,86,7,99,0
11,91,911,1,86,65,3,7,99,99,5344,12,86,7,99,0
11,91,911,2,63,50,1,7,10,99,5344,12,86,7,99,0
11,91,913,1,55,50,3,4,99,99,5167,4,59,4,99,0
28,76,762,1,42,25,1,5,52,99,3474,4,48,5,52,0
11,92,923,1,54,50,3,4,99,99,5642,8,63,4,99,0
11,92,923,2,63,50,3,4,99,99,5642,8,63,4,99,0
11,78,782,1,39,25,1,1,30,99,4732,8,43,1,30,0
11,78,782,2,28,25,1,1,30,99,4732,8,43,1,30,0
11,75,751,2,36,25,1,1,40,99,3208,4,38,1,40,0
11,78,781,2,89,65,3,4,99,99,4689,8,89,4,99,0
11,78,781,1,87,65,3,4,99,99,4689,8,89,4,99,0
76,82,822,2,75,65,3,1,99,99,5075,4,88,1,99,0
28,14,144,1,25,25,1,1,30,99,303,8,47,1,30,0
28,14,144,2,47,25,1,1,30,99,303,8,47,1,30,0
11,78,782,2,71,65,3,5,99,99,4664,4,86,5,99,0
11,94,942,1,64,50,1,1,30,99,6958,8,64,1,30,0
11,94,942,2,53,50,1,1,30,99,6958,8,64,1,30,0
11,93,931,1,55,50,1,6,20,99,6496,1,55,6,20,0
11,75,751,1,75,65,1,3,30,99,3402,4,80,3,30,0
11,78,781,1,21,15,3,4,99,99,4901,4,22,4,99,0
11,95,951,1,45,25,1,1,30,99,7674,6,45,1,30,0
11,95,951,2,25,25,1,1,30,99,7674,6,45,1,30,0
28,14,142,2,49,25,1,1,30,99,449,8,49,1,30,0
28,14,142,1,37,25,1,1,30,99,449,8,49,1,30,0
11,91,912,2,58,50,1,1,30,99,5402,4,61,1,30,0
28,76,762,1,35,25,1,1,30,99,3717,4,35,1,30,0
76,11,113,2,43,25,1,1,40,99,148,4,48,1,40,0
76,31,313,1,49,25,1,1,30,99,1192,8,49,1,30,0
76,31,313,2,39,25,1,1,30,99,1192,8,49,1,30,0
28,76,763,1,48,25,1,1,30,99,3504,8,48,1,30,0
28,76,763,2,46,25,1,1,30,99,3504,8,48,1,30,0
28,76,763,1,79,65,2,1,99,8,3801,3,79,1,99,1
76,31,313,1,32,25,1,1,30,99,1624,8,47,1,30,0
76,31,313,2,27,25,1,1,30,99,1624,8,47,1,30,0
11,93,932,2,39,25,1,3,51,99,6220,4,45,3,51,0
28,14,142,1,29,25,2,4,99,6,468,4,40,4,99,1
11,75,751,2,84,65,3,7,99,99,3027,4,86,7,99,0
11,75,751,1,65,65,1,1,30,99,2781,16,85,1,30,0
11,75,751,2,60,50,1,1,30,99,2781,16,85,1,30,0
11,75,751,1,21,15,1,4,30,99,2781,16,85,1,30,0
11,75,751,1,23,15,3,4,99,99,2781,16,85,1,30,0
11,77,772,1,44,25,3,7,99,99,4093,4,44,7,99,0
28,76,762,1,70,65,1,4,20,99,3507,6,82,4,20,0
11,77,775,2,46,25,1,1,20,99,3960,8,49,1,30,0
11,77,775,1,30,25,1,1,30,99,3960,8,49,1,30,0
11,91,912,1,31,25,1,1,30,99,5327,6,47,1,30,0
11,91,912,2,46,25,1,1,30,99,5327,6,47,1,30,0
11,91,913,2,85,65,3,2,99,99,5366,4,89,2,99,0
11,92,923,2,70,65,3,3,99,99,5696,4,79,3,99,0
76,81,812,1,48,25,1,1,30,99,5011,8,48,1,30,0
76,81,812,2,33,25,1,1,30,99,5011,8,48,1,30,0
94,2A,2A1,2,30,25,3,4,99,99,762,4,43,4,99,0
94,2A,2A1,2,15,15,3,7,99,99,762,4,43,4,99,0
11,77,775,1,34,25,1,4,40,99,4117,8,43,4,40,0
11,77,775,2,33,25,2,4,99,3,4117,8,43,4,40,1
11,78,783,2,43,25,1,4,40,99,4554,4,43,4,40,0
28,50,502,2,87,65,3,3,99,99,2288,4,87,3,99,0
28,14,143,1,55,50,3,5,99,99,331,4,57,5,99,0
11,91,912,1,70,65,3,2,99,99,5275,2,82,2,99,0
76,81,812,1,59,50,1,7,62,99,5040,6,59,7,62,0
76,81,812,2,56,50,3,7,99,99,5040,6,59,7,62,0
11,75,751,2,61,50,1,1,30,99,2901,12,64,1,30,0
11,75,751,1,64,50,1,1,30,99,2901,12,64,1,30,0
11,75,751,1,21,15,1,4,0,99,2901,12,64,1,30,0
11,94,943,1,30,25,1,5,61,99,6820,2,47,5,61,0
11,75,751,1,37,25,3,3,99,99,3182,11,48,3,51,0
11,75,751,2,28,25,1,3,40,99,3182,11,48,3,51,0
11,75,751,1,18,15,1,4,61,99,3182,11,48,3,51,0
11,75,751,1,18,15,3,6,99,99,3182,11,48,3,51,0
76,81,811,2,65,65,3,5,99,99,5025,4,83,5,99,0
11,77,774,1,28,25,1,4,61,99,4125,4,47,4,61,0
11,92,921,2,48,25,1,6,52,99,5970,8,48,6,52,0
11,92,921,1,16,15,1,6,62,99,5970,8,48,6,52,0
28,50,501,1,64,50,1,2,30,99,2218,8,64,2,30,0
28,50,501,2,55,50,1,3,30,99,2218,8,64,2,30,0
76,32,321,2,45,25,2,4,99,2,1690,4,45,4,99,1
76,34,342,2,43,25,1,5,51,99,2100,4,43,5,51,0
11,75,751,2,42,25,1,4,51,99,3062,8,47,5,61,0
11,75,751,1,47,25,1,5,61,99,3062,8,47,5,61,0
76,32,323,2,46,25,1,5,52,99,1692,4,46,5,52,0
11,94,943,1,73,65,3,5,99,99,7194,4,83,5,99,0
28,76,762,2,30,25,3,4,99,99,3603,5,41,4,99,0
11,92,923,1,31,25,1,3,61,99,6012,16,79,7,99,0
11,92,923,2,40,25,1,4,51,99,6012,16,79,7,99,0
11,92,923,2,17,15,3,6,99,99,6012,16,79,7,99,0
11,92,923,2,68,65,3,7,99,99,6012,16,79,7,99,0
76,81,812,1,37,25,1,6,52,99,5049,12,48,6,52,0
76,81,812,2,28,25,1,4,52,99,5049,12,48,6,52,0
76,81,812,2,22,15,1,7,52,99,5049,12,48,6,52,0
11,94,943,2,46,25,1,4,51,99,6940,4,49,4,51,0
11,78,781,2,38,25,1,3,51,99,4637,8,49,3,51,0
11,78,781,1,29,25,1,1,30,99,4637,8,49,3,51,0
28,14,141,1,46,25,1,2,40,99,366,8,49,2,40,0
28,14,141,2,47,25,1,2,40,99,366,8,49,2,40,0
11,92,922,1,61,50,1,4,20,99,5765,6,61,4,20,0
76,34,343,2,69,65,3,1,99,99,2065,8,89,3,99,0
76,34,343,1,75,65,3,3,99,99,2065,8,89,3,99,0
28,61,611,1,39,25,1,1,40,99,2439,8,46,2,51,0
28,61,611,2,29,25,1,2,51,99,2439,8,46,2,51,0
76,81,811,2,32,25,1,1,30,99,4966,8,47,1,30,0
76,81,811,1,33,25,1,1,30,99,4966,8,47,1,30,0
11,75,751,2,36,25,1,2,30,99,3397,8,48,2,30,0
11,75,751,1,39,25,1,2,30,99,3397,8,48,2,30,0
11,77,773,1,36,25,1,2,51,99,3953,6,43,4,40,0
11,77,773,2,36,25,1,3,40,99,3953,6,43,4,40,0
11,78,783,1,85,65,3,2,99,99,4519,8,85,2,99,0
11,78,783,2,68,65,3,2,99,99,4519,8,85,2,99,0
28,14,142,1,62,50,1,1,30,99,499,4,62,1,30,0
11,93,932,1,82,65,3,2,99,99,6786,8,83,2,99,0
11,93,932,2,55,50,3,2,99,99,6786,8,83,2,99,0
11,78,781,2,32,25,1,1,30,99,4787,8,45,1,30,0
11,78,781,2,19,15,3,6,99,99,4787,8,45,1,30,0
11,94,942,1,44,25,1,4,10,99,6835,8,48,4,10,0
11,94,942,2,40,25,1,5,52,99,6835,8,48,4,10,0
28,76,763,2,50,50,1,4,40,99,3701,8,59,4,40,0
28,76,763,1,58,50,1,5,10,99,3701,8,59,4,40,0
76,31,311,2,77,65,3,7,99,99,1189,8,87,7,99,0
76,31,311,1,69,65,3,7,99,99,1189,8,87,7,99,0
11,93,932,1,56,50,3,5,99,99,6440,8,87,5,99,0
11,93,932,2,56,50,3,5,99,99,6440,8,87,5,99,0
76,31,313,2,60,50,3,3,99,99,1293,8,62,3,99,0
76,31,313,1,55,50,3,3,99,99,1293,8,62,3,99,0
11,93,932,2,88,65,3,5,99,99,6480,8,89,5,99,0
11,93,932,1,68,65,3,5,99,99,6480,8,89,5,99,0
76,32,321,1,80,65,3,7,99,99,1697,4,80,7,99,0
76,31,313,1,35,25,1,1,30,99,1431,8,46,1,30,0
76,31,313,2,37,25,1,3,40,99,1431,8,46,1,30,0
11,92,921,1,31,25,1,5,61,99,5790,8,46,5,61,0
11,92,921,2,40,25,1,3,52,99,5790,8,46,5,61,0
11,95,952,2,70,65,3,6,99,99,7351,8,88,6,99,0
11,95,952,1,66,65,3,7,99,99,7351,8,88,6,99,0
11,95,953,2,61,50,1,6,52,99,7667,8,85,5,99,0
11,95,953,1,85,65,3,5,99,99,7667,8,85,5,99,0
28,76,762,2,62,50,3,5,99,99,3659,6,62,5,99,0
28,76,762,1,58,50,3,5,99,99,3659,6,62,5,99,0
76,81,812,1,52,50,1,4,40,99,4934,10,83,7,99,0
76,81,812,2,56,50,1,3,30,99,4934,10,83,7,99,0
76,81,812,2,74,65,3,7,99,99,4934,10,83,7,99,0
11,93,933,2,61,50,1,3,40,99,6551,7,64,3,40,0
11,93,933,1,59,50,1,3,30,99,6551,7,64,3,40,0
76,34,343,2,56,50,1,5,40,99,1962,2,61,4,40,0
76,34,343,1,61,50,1,4,40,99,1962,2,61,4,40,0
28,76,763,1,83,65,3,5,99,99,3804,6,85,5,99,0
28,76,763,2,74,65,1,4,51,99,3804,6,85,5,99,0
11,78,781,1,82,65,3,7,99,99,4508,8,82,7,99,0
11,78,781,2,81,65,3,7,99,99,4508,8,82,7,99,0
76,31,313,1,49,25,1,5,51,99,1453,3,49,5,51,0
11,91,911,2,81,65,3,1,99,99,5416,4,83,1,99,0
28,27,272,2,34,25,1,2,51,99,689,8,47,2,51,0
28,27,272,1,42,25,1,5,61,99,689,8,47,2,51,0
11,95,953,2,78,65,3,4,99,99,7712,8,86,4,99,0
11,95,953,1,83,65,3,5,99,99,7712,8,86,4,99,0
11,91,911,1,36,25,1,2,40,99,5502,8,46,2,40,0
11,91,911,2,46,25,1,4,51,99,5502,8,46,2,40,0
76,66,662,1,83,65,3,3,99,99,2565,8,83,3,99,0
76,66,662,2,68,65,3,5,99,99,2565,8,83,3,99,0
76,34,341,1,31,25,1,4,40,99,2091,9,46,2,30,0
76,34,341,2,36,25,1,2,30,99,2091,9,46,2,30,0
11,92,922,2,70,65,3,3,99,99,6060,8,89,3,99,0
11,92,922,1,78,65,3,5,99,99,6060,8,89,3,99,0
28,14,142,1,61,50,1,5,20,99,481,4,61,5,20,0
76,82,822,1,88,65,3,2,99,99,5079,4,88,2,99,0
11,75,751,2,45,25,1,4,52,99,3084,10,47,4,52,0
11,75,751,1,28,25,1,5,30,99,3084,10,47,4,52,0
11,75,751,2,24,15,3,6,99,99,3084,10,47,4,52,0
11,92,923,2,61,50,1,5,51,99,6190,8,63,5,99,0
11,92,923,1,63,50,3,5,99,99,6190,8,63,5,99,0
11,75,751,1,88,65,3,7,99,99,2805,4,88,7,99,0
11,93,933,2,53,50,1,5,51,99,6588,8,63,5,62,0
11,93,933,1,55,50,1,5,62,99,6588,8,63,5,62,0
11,94,942,1,53,50,3,5,99,99,7133,8,62,6,99,0
11,94,942,2,53,50,3,6,99,99,7133,8,62,6,99,0
76,34,341,1,30,25,1,5,10,99,1926,4,37,5,10,0
11,93,931,2,87,65,3,7,99,99,6556,4,87,7,99,0
11,95,951,1,88,65,3,5,99,99,7322,4,88,5,99,0
76,34,343,1,20,15,1,5,61,99,1756,4,20,5,61,0
76,31,313,1,59,50,2,5,99,7,1606,8,64,7,99,1
76,31,313,2,61,50,3,7,99,99,1606,8,64,7,99,0
11,95,953,2,19,15,1,4,40,99,7296,4,19,4,40,0
76,34,341,1,55,50,1,3,30,99,2063,11,61,3,30,0
76,34,341,2,45,25,1,3,40,99,2063,11,61,3,30,0
76,34,341,1,24,15,3,7,99,99,2063,11,61,3,30,0
76,34,341,1,32,25,1,4,10,99,1828,16,63,7,10,0
76,34,341,2,54,50,1,7,10,99,1828,16,63,7,10,0
76,34,341,1,24,15,3,5,99,99,1828,16,63,7,10,0
76,34,341,1,16,15,3,6,99,99,1828,16,63,7,10,0
28,14,142,2,37,25,1,1,40,99,526,8,47,2,40,0
28,14,142,1,38,25,1,2,40,99,526,8,47,2,40,0
76,11,111,2,51,50,1,7,52,99,117,8,64,5,61,0
76,11,111,1,64,50,1,5,61,99,117,8,64,5,61,0
28,14,142,2,56,50,3,5,99,99,338,4,63,5,99,0
76,34,341,2,47,25,1,5,51,99,1706,6,48,5,99,0
76,34,341,1,84,65,3,5,99,99,1936,4,86,5,99,0
11,92,922,1,21,15,1,4,61,99,5840,4,23,4,61,0
11,75,751,1,36,25,1,3,40,99,3270,8,49,4,51,0
11,75,751,2,49,25,1,4,51,99,3270,8,49,4,51,0
11,93,933,2,84,65,3,4,99,99,6431,8,86,4,99,0
11,93,933,1,69,65,3,4,99,99,6431,8,86,4,99,0
28,76,761,2,57,50,3,7,99,99,3546,8,80,6,99,0
28,76,761,1,75,65,3,6,99,99,3546,8,80,6,99,0
76,30,302,1,58,50,3,6,99,99,1102,4,64,6,99,0
76,30,302,1,52,50,3,4,99,99,1118,4,61,4,99,0
76,82,822,2,56,50,1,7,20,99,5166,4,58,7,99,0
11,92,922,2,49,25,1,4,52,99,5981,12,64,7,62,0
11,92,922,1,61,50,1,7,62,99,5981,12,64,7,62,0
